,Year,Month,Day of month,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,flight num,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,Haul
1506,1988,3,16,3,1400.0,1400,1451.0,1445,PI,346,,51.0,45,,6.0,0.0,ROA,CLT,155,0,N,Y,,,,,Short
1507,1988,3,17,4,1358.0,1400,1440.0,1445,PI,346,,42.0,45,,-5.0,-2.0,ROA,CLT,155,0,N,N,,,,,Short
1508,1988,3,18,5,1400.0,1400,1441.0,1445,PI,346,,41.0,45,,-4.0,0.0,ROA,CLT,155,1,A,Y,,,,,Short
1509,1988,3,19,6,1359.0,1400,1440.0,1445,PI,346,,41.0,45,,-5.0,-1.0,ROA,CLT,155,1,A,N,,,,,Short
1510,1988,3,20,7,1420.0,1400,1459.0,1445,PI,346,,39.0,45,,14.0,20.0,ROA,CLT,155,1,A,Y,,,,,Short
1511,1988,3,21,1,1359.0,1400,1442.0,1445,PI,346,,43.0,45,,-3.0,-1.0,ROA,CLT,155,0,N,N,,,,,Short
1512,1988,3,22,2,1400.0,1400,1434.0,1445,PI,346,,34.0,45,,-11.0,0.0,ROA,CLT,155,0,N,N,,,,,Short
1513,1988,3,23,3,1401.0,1400,1439.0,1445,PI,346,,38.0,45,,-6.0,1.0,ROA,CLT,155,0,N,N,,,,,Short
1514,1988,3,24,4,1426.0,1400,1503.0,1445,PI,346,,37.0,45,,18.0,26.0,ROA,CLT,155,0,N,N,,,,,Short
1515,1988,3,25,5,1400.0,1400,1445.0,1445,PI,346,,45.0,45,,0.0,0.0,ROA,CLT,155,0,N,N,,,,,Short
1516,1988,3,26,6,1358.0,1400,1434.0,1445,PI,346,,36.0,45,,-11.0,-2.0,ROA,CLT,155,0,N,N,,,,,Short
1517,1988,3,27,7,1401.0,1400,1442.0,1445,PI,346,,41.0,45,,-3.0,1.0,ROA,CLT,155,0,N,N,,,,,Short
1518,1988,3,28,1,1358.0,1400,1438.0,1445,PI,346,,40.0,45,,-7.0,-2.0,ROA,CLT,155,0,N,N,,,,,Short
1519,1988,3,29,2,1359.0,1400,1449.0,1445,PI,346,,50.0,45,,4.0,-1.0,ROA,CLT,155,0,N,N,,,,,Short
1520,1988,3,30,3,1400.0,1400,1442.0,1445,PI,346,,42.0,45,,-3.0,0.0,ROA,CLT,155,0,N,N,,,,,Short
1521,1988,3,31,4,1359.0,1400,1448.0,1445,PI,346,,49.0,45,,3.0,-1.0,ROA,CLT,155,0,N,N,,,,,Short
1522,1988,3,5,6,1337.0,1320,1451.0,1430,PI,347,,74.0,70,,21.0,17.0,CLT,JAX,329,0,N,Y,,,,,Short
1523,1988,3,12,6,1331.0,1320,1440.0,1430,PI,347,,69.0,70,,10.0,11.0,CLT,JAX,329,1,B,N,,,,,Short
1524,1988,3,19,6,1341.0,1320,1447.0,1430,PI,347,,66.0,70,,17.0,21.0,CLT,JAX,329,1,C,Y,,,,,Short
1525,1988,3,26,6,1334.0,1320,1438.0,1430,PI,347,,64.0,70,,8.0,14.0,CLT,JAX,329,1,C,N,,,,,Short
1526,1988,3,5,6,1512.0,1455,1547.0,1527,PI,347,,35.0,32,,20.0,17.0,JAX,DAB,97,1,A,Y,,,,,Short
1527,1988,3,12,6,1455.0,1455,1529.0,1527,PI,347,,34.0,32,,2.0,0.0,JAX,DAB,97,1,B,N,,,,,Short
1528,1988,3,19,6,1512.0,1455,1542.0,1527,PI,347,,30.0,32,,15.0,17.0,JAX,DAB,97,0,N,Y,,,,,Short
1529,1988,3,26,6,1452.0,1455,1526.0,1527,PI,347,,34.0,32,,-1.0,-3.0,JAX,DAB,97,0,N,N,,,,,Short
1530,1988,3,5,6,1114.0,1110,1240.0,1240,PI,347,,86.0,90,,0.0,4.0,PHL,CLT,448,0,N,Y,,,,,Short
1531,1988,3,12,6,1120.0,1110,1252.0,1240,PI,347,,92.0,90,,12.0,10.0,PHL,CLT,448,0,N,N,,,,,Short
1532,1988,3,19,6,1112.0,1110,1236.0,1240,PI,347,,84.0,90,,-4.0,2.0,PHL,CLT,448,0,N,N,,,,,Short
1533,1988,3,26,6,1113.0,1110,1253.0,1240,PI,347,,100.0,90,,13.0,3.0,PHL,CLT,448,0,N,N,,,,,Short
1534,1988,3,1,2,909.0,904,1052.0,1039,PI,348,,103.0,95,,13.0,5.0,CLT,DTW,500,1,A,N,,,,,Short
1535,1988,3,2,3,904.0,904,1039.0,1039,PI,348,,95.0,95,,0.0,0.0,CLT,DTW,500,1,A,N,,,,,Short
1536,1988,3,3,4,903.0,904,1026.0,1039,PI,348,,83.0,95,,-13.0,-1.0,CLT,DTW,500,1,A,N,,,,,Short
1537,1988,3,4,5,901.0,904,1024.0,1039,PI,348,,83.0,95,,-15.0,-3.0,CLT,DTW,500,1,B,N,,,,,Short
1538,1988,3,5,6,917.0,904,1049.0,1039,PI,348,,92.0,95,,10.0,13.0,CLT,DTW,500,1,C,Y,,,,,Short
1539,1988,3,6,7,908.0,904,1036.0,1039,PI,348,,88.0,95,,-3.0,4.0,CLT,DTW,500,1,C,Y,,,,,Short
1540,1988,3,7,1,917.0,904,1105.0,1039,PI,348,,108.0,95,,26.0,13.0,CLT,DTW,500,0,N,Y,,,,,Short
1541,1988,3,8,2,902.0,904,1041.0,1039,PI,348,,99.0,95,,2.0,-2.0,CLT,DTW,500,1,A,Y,,,,,Short
1542,1988,3,9,3,903.0,904,1029.0,1039,PI,348,,86.0,95,,-10.0,-1.0,CLT,DTW,500,0,N,N,,,,,Short
1543,1988,3,10,4,916.0,904,1050.0,1039,PI,348,,94.0,95,,11.0,12.0,CLT,DTW,500,0,N,N,,,,,Short
1544,1988,3,11,5,907.0,904,1043.0,1039,PI,348,,96.0,95,,4.0,3.0,CLT,DTW,500,0,N,N,,,,,Short
1545,1988,3,12,6,906.0,904,1038.0,1039,PI,348,,92.0,95,,-1.0,2.0,CLT,DTW,500,0,N,N,,,,,Short
1546,1988,3,13,7,903.0,904,1039.0,1039,PI,348,,96.0,95,,0.0,-1.0,CLT,DTW,500,0,N,N,,,,,Short
1547,1988,3,14,1,907.0,904,1039.0,1039,PI,348,,92.0,95,,0.0,3.0,CLT,DTW,500,0,N,N,,,,,Short
1548,1988,3,15,2,903.0,904,1038.0,1039,PI,348,,95.0,95,,-1.0,-1.0,CLT,DTW,500,0,N,N,,,,,Short
1549,1988,3,16,3,903.0,904,1039.0,1039,PI,348,,96.0,95,,0.0,-1.0,CLT,DTW,500,0,N,N,,,,,Short
1550,1988,3,17,4,906.0,904,1039.0,1039,PI,348,,93.0,95,,0.0,2.0,CLT,DTW,500,0,N,N,,,,,Short
1551,1988,3,18,5,903.0,904,1046.0,1039,PI,348,,103.0,95,,7.0,-1.0,CLT,DTW,500,0,N,N,,,,,Short
1552,1988,3,19,6,910.0,904,1047.0,1039,PI,348,,97.0,95,,8.0,6.0,CLT,DTW,500,0,N,N,,,,,Short
1553,1988,3,20,7,905.0,904,1039.0,1039,PI,348,,94.0,95,,0.0,1.0,CLT,DTW,500,0,N,N,,,,,Short
1554,1988,3,21,1,905.0,904,1040.0,1039,PI,348,,95.0,95,,1.0,1.0,CLT,DTW,500,0,N,N,,,,,Short
1555,1988,3,22,2,904.0,904,1041.0,1039,PI,348,,97.0,95,,2.0,0.0,CLT,DTW,500,0,N,N,,,,,Short
1556,1988,3,23,3,906.0,904,1032.0,1039,PI,348,,86.0,95,,-7.0,2.0,CLT,DTW,500,0,N,N,,,,,Short
1558,1988,3,25,5,930.0,904,1057.0,1039,PI,348,,87.0,95,,18.0,26.0,CLT,DTW,500,0,N,N,,,,,Short
1559,1988,3,26,6,921.0,904,1053.0,1039,PI,348,,92.0,95,,14.0,17.0,CLT,DTW,500,0,N,N,,,,,Short
1560,1988,3,27,7,918.0,904,1056.0,1039,PI,348,,98.0,95,,17.0,14.0,CLT,DTW,500,0,N,N,,,,,Short
1561,1988,3,28,1,904.0,904,1039.0,1039,PI,348,,95.0,95,,0.0,0.0,CLT,DTW,500,1,A,N,,,,,Short
1562,1988,3,29,2,903.0,904,1029.0,1039,PI,348,,86.0,95,,-10.0,-1.0,CLT,DTW,500,1,A,N,,,,,Short
1563,1988,3,30,3,914.0,904,1045.0,1039,PI,348,,91.0,95,,6.0,10.0,CLT,DTW,500,1,B,N,,,,,Short
1564,1988,3,31,4,910.0,904,1049.0,1039,PI,348,,99.0,95,,10.0,6.0,CLT,DTW,500,1,B,N,,,,,Short
1565,1988,3,1,2,740.0,740,827.0,820,PI,348,,47.0,40,,7.0,0.0,FAY,CLT,118,1,B,Y,,,,,Short
1566,1988,3,2,3,740.0,740,825.0,820,PI,348,,45.0,40,,5.0,0.0,FAY,CLT,118,0,N,N,,,,,Short
1567,1988,3,3,4,738.0,740,826.0,820,PI,348,,48.0,40,,6.0,-2.0,FAY,CLT,118,0,N,Y,,,,,Short
1568,1988,3,4,5,738.0,740,827.0,820,PI,348,,49.0,40,,7.0,-2.0,FAY,CLT,118,0,N,Y,,,,,Short
1569,1988,3,5,6,755.0,740,842.0,820,PI,348,,47.0,40,,22.0,15.0,FAY,CLT,118,0,N,N,,,,,Short
1570,1988,3,6,7,740.0,740,821.0,820,PI,348,,41.0,40,,1.0,0.0,FAY,CLT,118,0,N,Y,,,,,Short
1571,1988,3,7,1,738.0,740,833.0,820,PI,348,,55.0,40,,13.0,-2.0,FAY,CLT,118,0,N,Y,,,,,Short
1572,1988,3,8,2,738.0,740,826.0,820,PI,348,,48.0,40,,6.0,-2.0,FAY,CLT,118,0,N,N,,,,,Short
1573,1988,3,9,3,737.0,740,837.0,820,PI,348,,60.0,40,,17.0,-3.0,FAY,CLT,118,0,N,N,,,,,Short
1574,1988,3,10,4,745.0,740,841.0,820,PI,348,,56.0,40,,21.0,5.0,FAY,CLT,118,0,N,N,,,,,Short
1575,1988,3,11,5,741.0,740,832.0,820,PI,348,,51.0,40,,12.0,1.0,FAY,CLT,118,1,A,N,,,,,Short
1576,1988,3,12,6,737.0,740,816.0,820,PI,348,,39.0,40,,-4.0,-3.0,FAY,CLT,118,0,N,N,,,,,Short
1577,1988,3,13,7,738.0,740,820.0,820,PI,348,,42.0,40,,0.0,-2.0,FAY,CLT,118,0,N,N,,,,,Short
1578,1988,3,14,1,739.0,740,829.0,820,PI,348,,50.0,40,,9.0,-1.0,FAY,CLT,118,0,N,N,,,,,Short
1579,1988,3,15,2,738.0,740,827.0,820,PI,348,,49.0,40,,7.0,-2.0,FAY,CLT,118,1,B,N,,,,,Short
1580,1988,3,16,3,739.0,740,825.0,820,PI,348,,46.0,40,,5.0,-1.0,FAY,CLT,118,1,B,N,,,,,Short
1581,1988,3,17,4,737.0,740,830.0,820,PI,348,,53.0,40,,10.0,-3.0,FAY,CLT,118,1,B,N,,,,,Short
1582,1988,3,18,5,740.0,740,828.0,820,PI,348,,48.0,40,,8.0,0.0,FAY,CLT,118,1,B,N,,,,,Short
1583,1988,3,19,6,744.0,740,829.0,820,PI,348,,45.0,40,,9.0,4.0,FAY,CLT,118,1,B,N,,,,,Short
1584,1988,3,20,7,738.0,740,828.0,820,PI,348,,50.0,40,,8.0,-2.0,FAY,CLT,118,0,N,N,,,,,Short
1585,1988,3,21,1,738.0,740,828.0,820,PI,348,,50.0,40,,8.0,-2.0,FAY,CLT,118,0,N,Y,,,,,Short
1586,1988,3,22,2,738.0,740,818.0,820,PI,348,,40.0,40,,-2.0,-2.0,FAY,CLT,118,0,N,N,,,,,Short
1587,1988,3,23,3,739.0,740,829.0,820,PI,348,,50.0,40,,9.0,-1.0,FAY,CLT,118,0,N,N,,,,,Short
1589,1988,3,25,5,756.0,740,839.0,820,PI,348,,43.0,40,,19.0,16.0,FAY,CLT,118,1,A,N,,,,,Short
1590,1988,3,26,6,740.0,740,833.0,820,PI,348,,53.0,40,,13.0,0.0,FAY,CLT,118,1,A,N,,,,,Short
1591,1988,3,27,7,803.0,740,843.0,820,PI,348,,40.0,40,,23.0,23.0,FAY,CLT,118,1,A,N,,,,,Short
1592,1988,3,28,1,739.0,740,824.0,820,PI,348,,45.0,40,,4.0,-1.0,FAY,CLT,118,0,N,Y,,,,,Short
1593,1988,3,29,2,738.0,740,818.0,820,PI,348,,40.0,40,,-2.0,-2.0,FAY,CLT,118,0,N,N,,,,,Short
1594,1988,3,30,3,748.0,740,827.0,820,PI,348,,39.0,40,,7.0,8.0,FAY,CLT,118,0,N,N,,,,,Short
1595,1988,3,31,4,739.0,740,833.0,820,PI,348,,54.0,40,,13.0,-1.0,FAY,CLT,118,0,N,N,,,,,Short
1596,1988,3,1,2,2159.0,2158,2250.0,2243,PI,350,,51.0,45,,7.0,1.0,CLT,MYR,156,0,N,N,,,,,Short
1597,1988,3,2,3,2157.0,2158,2247.0,2243,PI,350,,50.0,45,,4.0,-1.0,CLT,MYR,156,0,N,N,,,,,Short
1598,1988,3,3,4,2210.0,2158,2301.0,2243,PI,350,,51.0,45,,18.0,12.0,CLT,MYR,156,0,N,N,,,,,Short
1599,1988,3,4,5,2204.0,2158,2245.0,2243,PI,350,,41.0,45,,2.0,6.0,CLT,MYR,156,0,A,N,,,,,Short
1600,1988,3,5,6,2208.0,2158,2258.0,2243,PI,350,,50.0,45,,15.0,10.0,CLT,MYR,156,1,A,N,,,,,Short
1601,1988,3,6,7,2159.0,2158,2253.0,2243,PI,350,,54.0,45,,10.0,1.0,CLT,MYR,156,1,B,N,,,,,Short
1602,1988,3,7,1,2157.0,2158,2301.0,2243,PI,350,,64.0,45,,18.0,-1.0,CLT,MYR,156,1,A,Y,,,,,Short
1603,1988,3,8,2,2157.0,2158,2250.0,2243,PI,350,,53.0,45,,7.0,-1.0,CLT,MYR,156,1,A,Y,,,,,Short
1604,1988,3,9,3,2200.0,2158,2255.0,2243,PI,350,,55.0,45,,12.0,2.0,CLT,MYR,156,1,C,N,,,,,Short
1605,1988,3,10,4,2210.0,2158,2307.0,2243,PI,350,,57.0,45,,24.0,12.0,CLT,MYR,156,1,N,Y,,,,,Short
1606,1988,3,11,5,2200.0,2158,2255.0,2243,PI,350,,55.0,45,,12.0,2.0,CLT,MYR,156,0,N,N,,,,,Short
1607,1988,3,12,6,2159.0,2158,2249.0,2243,PI,350,,50.0,45,,6.0,1.0,CLT,MYR,156,0,A,Y,,,,,Short
1608,1988,3,13,7,2203.0,2158,2243.0,2243,PI,350,,40.0,45,,0.0,5.0,CLT,MYR,156,1,A,N,,,,,Short
1609,1988,3,14,1,2207.0,2158,2251.0,2243,PI,350,,44.0,45,,8.0,9.0,CLT,MYR,156,1,A,Y,,,,,Short
1610,1988,3,15,2,2159.0,2158,2303.0,2243,PI,350,,64.0,45,,20.0,1.0,CLT,MYR,156,1,N,N,,,,,Short
1611,1988,3,16,3,2218.0,2158,2257.0,2243,PI,350,,39.0,45,,14.0,20.0,CLT,MYR,156,0,N,N,,,,,Short
1612,1988,3,17,4,2203.0,2158,2315.0,2243,PI,350,,72.0,45,,32.0,5.0,CLT,MYR,156,0,N,N,,,,,Short
1613,1988,3,18,5,2237.0,2158,2329.0,2243,PI,350,,52.0,45,,46.0,39.0,CLT,MYR,156,0,N,N,,,,,Short
1614,1988,3,19,6,2201.0,2158,2303.0,2243,PI,350,,62.0,45,,20.0,3.0,CLT,MYR,156,0,N,N,,,,,Short
1615,1988,3,20,7,2157.0,2158,2241.0,2243,PI,350,,44.0,45,,-2.0,-1.0,CLT,MYR,156,0,N,N,,,,,Short
1616,1988,3,21,1,2159.0,2158,2252.0,2243,PI,350,,53.0,45,,9.0,1.0,CLT,MYR,156,0,N,N,,,,,Short
1617,1988,3,22,2,2201.0,2158,2251.0,2243,PI,350,,50.0,45,,8.0,3.0,CLT,MYR,156,0,N,N,,,,,Short
1618,1988,3,23,3,2213.0,2158,2307.0,2243,PI,350,,54.0,45,,24.0,15.0,CLT,MYR,156,0,N,N,,,,,Short
1619,1988,3,24,4,2204.0,2158,2259.0,2243,PI,350,,55.0,45,,16.0,6.0,CLT,MYR,156,0,N,N,,,,,Short
1620,1988,3,25,5,2230.0,2158,2322.0,2243,PI,350,,52.0,45,,39.0,32.0,CLT,MYR,156,0,N,N,,,,,Short
1621,1988,3,26,6,2231.0,2158,2324.0,2243,PI,350,,53.0,45,,41.0,33.0,CLT,MYR,156,0,N,Y,,,,,Short
1622,1988,3,28,1,2158.0,2158,2252.0,2243,PI,350,,54.0,45,,9.0,0.0,CLT,MYR,156,0,B,N,,,,,Short
1623,1988,3,29,2,2202.0,2158,2255.0,2243,PI,350,,53.0,45,,12.0,4.0,CLT,MYR,156,1,C,Y,,,,,Short
1624,1988,3,30,3,2158.0,2158,2250.0,2243,PI,350,,52.0,45,,7.0,0.0,CLT,MYR,156,1,C,N,,,,,Short
1625,1988,3,31,4,2202.0,2158,2246.0,2243,PI,350,,44.0,45,,3.0,4.0,CLT,MYR,156,1,A,Y,,,,,Short
1626,1988,3,2,3,1954.0,1955,2059.0,2101,PI,350,,65.0,66,,-2.0,-1.0,CVG,CLT,335,1,B,N,,,,,Short
1627,1988,3,3,4,1953.0,1955,2100.0,2101,PI,350,,67.0,66,,-1.0,-2.0,CVG,CLT,335,1,N,Y,,,,,Short
1628,1988,3,4,5,2022.0,1955,2130.0,2101,PI,350,,68.0,66,,29.0,27.0,CVG,CLT,335,0,N,N,,,,,Short
1629,1988,3,5,6,1950.0,1955,2106.0,2101,PI,350,,76.0,66,,5.0,-5.0,CVG,CLT,335,0,N,Y,,,,,Short
1630,1988,3,6,7,1954.0,1955,2110.0,2101,PI,350,,76.0,66,,9.0,-1.0,CVG,CLT,335,0,N,N,,,,,Short
1631,1988,3,7,1,1953.0,1955,2106.0,2101,PI,350,,73.0,66,,5.0,-2.0,CVG,CLT,335,0,N,N,,,,,Short
1632,1988,3,8,2,1955.0,1955,2103.0,2101,PI,350,,68.0,66,,2.0,0.0,CVG,CLT,335,0,N,N,,,,,Short
1633,1988,3,9,3,1954.0,1955,2110.0,2101,PI,350,,76.0,66,,9.0,-1.0,CVG,CLT,335,0,A,N,,,,,Short
1634,1988,3,10,4,1958.0,1955,2105.0,2101,PI,350,,67.0,66,,4.0,3.0,CVG,CLT,335,1,A,N,,,,,Short
1635,1988,3,11,5,1954.0,1955,2107.0,2101,PI,350,,73.0,66,,6.0,-1.0,CVG,CLT,335,1,A,N,,,,,Short
1636,1988,3,12,6,1955.0,1955,2057.0,2101,PI,350,,62.0,66,,-4.0,0.0,CVG,CLT,335,1,B,N,,,,,Short
1637,1988,3,13,7,1955.0,1955,2107.0,2101,PI,350,,72.0,66,,6.0,0.0,CVG,CLT,335,1,C,Y,,,,,Short
1638,1988,3,14,1,1954.0,1955,2058.0,2101,PI,350,,64.0,66,,-3.0,-1.0,CVG,CLT,335,1,C,Y,,,,,Short
1639,1988,3,15,2,1955.0,1955,2107.0,2101,PI,350,,72.0,66,,6.0,0.0,CVG,CLT,335,1,N,Y,,,,,Short
1641,1988,3,17,4,1953.0,1955,2114.0,2101,PI,350,,81.0,66,,13.0,-2.0,CVG,CLT,335,1,N,N,,,,,Short
1642,1988,3,18,5,2015.0,1955,2129.0,2101,PI,350,,74.0,66,,28.0,20.0,CVG,CLT,335,0,N,N,,,,,Short
1643,1988,3,19,6,1954.0,1955,2104.0,2101,PI,350,,70.0,66,,3.0,-1.0,CVG,CLT,335,0,N,N,,,,,Short
1644,1988,3,20,7,1954.0,1955,2116.0,2101,PI,350,,82.0,66,,15.0,-1.0,CVG,CLT,335,0,N,N,,,,,Short
1645,1988,3,21,1,1955.0,1955,2102.0,2101,PI,350,,67.0,66,,1.0,0.0,CVG,CLT,335,0,N,N,,,,,Short
1646,1988,3,22,2,1953.0,1955,2108.0,2101,PI,350,,75.0,66,,7.0,-2.0,CVG,CLT,335,0,N,N,,,,,Short
1647,1988,3,23,3,1954.0,1955,2120.0,2101,PI,350,,86.0,66,,19.0,-1.0,CVG,CLT,335,0,N,N,,,,,Short
1648,1988,3,24,4,2135.0,1955,2238.0,2101,PI,350,,63.0,66,,97.0,100.0,CVG,CLT,335,0,N,N,,,,,Short
1649,1988,3,25,5,1954.0,1955,2103.0,2101,PI,350,,69.0,66,,2.0,-1.0,CVG,CLT,335,0,N,N,,,,,Short
1650,1988,3,26,6,2003.0,1955,2111.0,2101,PI,350,,68.0,66,,10.0,8.0,CVG,CLT,335,0,N,N,,,,,Short
1651,1988,3,27,7,1952.0,1955,2107.0,2101,PI,350,,75.0,66,,6.0,-3.0,CVG,CLT,335,0,N,N,,,,,Short
1652,1988,3,28,1,1954.0,1955,2106.0,2101,PI,350,,72.0,66,,5.0,-1.0,CVG,CLT,335,0,N,N,,,,,Short
1653,1988,3,29,2,1955.0,1955,2113.0,2101,PI,350,,78.0,66,,12.0,0.0,CVG,CLT,335,0,N,N,,,,,Short
1654,1988,3,30,3,1953.0,1955,2059.0,2101,PI,350,,66.0,66,,-2.0,-2.0,CVG,CLT,335,0,N,N,,,,,Short
1655,1988,3,31,4,1958.0,1955,2103.0,2101,PI,350,,65.0,66,,2.0,3.0,CVG,CLT,335,0,N,N,,,,,Short
1656,1988,3,1,2,803.0,803,953.0,942,PI,351,,170.0,159,,11.0,0.0,CLT,MSP,930,0,N,N,,,,,Short
1657,1988,3,2,3,803.0,803,955.0,942,PI,351,,172.0,159,,13.0,0.0,CLT,MSP,930,0,N,N,,,,,Short
1658,1988,3,3,4,804.0,803,933.0,942,PI,351,,149.0,159,,-9.0,1.0,CLT,MSP,930,0,N,N,,,,,Short
1659,1988,3,4,5,802.0,803,946.0,942,PI,351,,164.0,159,,4.0,-1.0,CLT,MSP,930,0,N,N,,,,,Short
1660,1988,3,5,6,806.0,803,939.0,942,PI,351,,153.0,159,,-3.0,3.0,CLT,MSP,930,0,A,N,,,,,Short
1661,1988,3,6,7,810.0,803,942.0,942,PI,351,,152.0,159,,0.0,7.0,CLT,MSP,930,1,A,N,,,,,Short
1662,1988,3,7,1,809.0,803,944.0,942,PI,351,,155.0,159,,2.0,6.0,CLT,MSP,930,1,B,N,,,,,Short
1663,1988,3,8,2,801.0,803,954.0,942,PI,351,,173.0,159,,12.0,-2.0,CLT,MSP,930,1,B,N,,,,,Short
1664,1988,3,9,3,800.0,803,928.0,942,PI,351,,148.0,159,,-14.0,-3.0,CLT,MSP,930,1,B,Y,,,,,Short
1665,1988,3,10,4,809.0,803,946.0,942,PI,351,,157.0,159,,4.0,6.0,CLT,MSP,930,1,N,N,,,,,Short
1666,1988,3,11,5,808.0,803,940.0,942,PI,351,,152.0,159,,-2.0,5.0,CLT,MSP,930,0,N,Y,,,,,Short
1667,1988,3,12,6,805.0,803,929.0,942,PI,351,,144.0,159,,-13.0,2.0,CLT,MSP,930,0,N,Y,,,,,Short
1668,1988,3,13,7,805.0,803,937.0,942,PI,351,,152.0,159,,-5.0,2.0,CLT,MSP,930,0,N,N,,,,,Short
1669,1988,3,14,1,802.0,803,934.0,942,PI,351,,152.0,159,,-8.0,-1.0,CLT,MSP,930,0,N,Y,,,,,Short
1670,1988,3,15,2,811.0,803,944.0,942,PI,351,,153.0,159,,2.0,8.0,CLT,MSP,930,0,N,Y,,,,,Short
1672,1988,3,17,4,803.0,803,938.0,942,PI,351,,155.0,159,,-4.0,0.0,CLT,MSP,930,0,N,N,,,,,Short
1673,1988,3,18,5,812.0,803,949.0,942,PI,351,,157.0,159,,7.0,9.0,CLT,MSP,930,0,N,N,,,,,Short
1674,1988,3,19,6,807.0,803,941.0,942,PI,351,,154.0,159,,-1.0,4.0,CLT,MSP,930,0,A,N,,,,,Short
1675,1988,3,20,7,800.0,803,953.0,942,PI,351,,173.0,159,,11.0,-3.0,CLT,MSP,930,1,N,N,,,,,Short
1676,1988,3,21,1,801.0,803,959.0,942,PI,351,,178.0,159,,17.0,-2.0,CLT,MSP,930,0,N,N,,,,,Short
1677,1988,3,22,2,758.0,803,943.0,942,PI,351,,165.0,159,,1.0,-5.0,CLT,MSP,930,0,N,N,,,,,Short
1678,1988,3,23,3,803.0,803,933.0,942,PI,351,,150.0,159,,-9.0,0.0,CLT,MSP,930,0,B,N,,,,,Short
1680,1988,3,25,5,809.0,803,930.0,942,PI,351,,141.0,159,,-12.0,6.0,CLT,MSP,930,1,B,N,,,,,Short
1681,1988,3,26,6,822.0,803,957.0,942,PI,351,,155.0,159,,15.0,19.0,CLT,MSP,930,1,B,N,,,,,Short
1682,1988,3,27,7,806.0,803,951.0,942,PI,351,,165.0,159,,9.0,3.0,CLT,MSP,930,1,B,N,,,,,Short
1683,1988,3,28,1,807.0,803,956.0,942,PI,351,,169.0,159,,14.0,4.0,CLT,MSP,930,1,N,N,,,,,Short
1684,1988,3,29,2,805.0,803,934.0,942,PI,351,,149.0,159,,-8.0,2.0,CLT,MSP,930,0,N,Y,,,,,Short
1685,1988,3,30,3,802.0,803,947.0,942,PI,351,,165.0,159,,5.0,-1.0,CLT,MSP,930,0,N,N,,,,,Short
1686,1988,3,31,4,820.0,803,957.0,942,PI,351,,157.0,159,,15.0,17.0,CLT,MSP,930,0,N,N,,,,,Short
1687,1988,3,1,2,639.0,640,729.0,723,PI,351,,50.0,43,,6.0,-1.0,LYH,CLT,175,0,N,N,,,,,Short
1688,1988,3,2,3,638.0,640,718.0,723,PI,351,,40.0,43,,-5.0,-2.0,LYH,CLT,175,0,A,N,,,,,Short
1689,1988,3,3,4,639.0,640,723.0,723,PI,351,,44.0,43,,0.0,-1.0,LYH,CLT,175,1,A,N,,,,,Short
1690,1988,3,4,5,640.0,640,725.0,723,PI,351,,45.0,43,,2.0,0.0,LYH,CLT,175,1,A,N,,,,,Short
1691,1988,3,5,6,640.0,640,722.0,723,PI,351,,42.0,43,,-1.0,0.0,LYH,CLT,175,1,N,Y,,,,,Short
1692,1988,3,6,7,639.0,640,720.0,723,PI,351,,41.0,43,,-3.0,-1.0,LYH,CLT,175,0,N,N,,,,,Short
1693,1988,3,7,1,640.0,640,719.0,723,PI,351,,39.0,43,,-4.0,0.0,LYH,CLT,175,0,N,N,,,,,Short
1694,1988,3,8,2,640.0,640,728.0,723,PI,351,,48.0,43,,5.0,0.0,LYH,CLT,175,0,N,N,,,,,Short
1695,1988,3,9,3,638.0,640,730.0,723,PI,351,,52.0,43,,7.0,-2.0,LYH,CLT,175,0,N,N,,,,,Short
1696,1988,3,10,4,644.0,640,746.0,723,PI,351,,62.0,43,,23.0,4.0,LYH,CLT,175,0,N,N,,,,,Short
1697,1988,3,11,5,646.0,640,736.0,723,PI,351,,50.0,43,,13.0,6.0,LYH,CLT,175,0,N,N,,,,,Short
1698,1988,3,12,6,642.0,640,728.0,723,PI,351,,46.0,43,,5.0,2.0,LYH,CLT,175,1,A,N,,,,,Short
1699,1988,3,13,7,638.0,640,726.0,723,PI,351,,48.0,43,,3.0,-2.0,LYH,CLT,175,1,A,N,,,,,Short
1700,1988,3,14,1,639.0,640,725.0,723,PI,351,,46.0,43,,2.0,-1.0,LYH,CLT,175,1,B,N,,,,,Short
1701,1988,3,15,2,646.0,640,738.0,723,PI,351,,52.0,43,,15.0,6.0,LYH,CLT,175,1,A,Y,,,,,Short
1702,1988,3,16,3,638.0,640,719.0,723,PI,351,,41.0,43,,-4.0,-2.0,LYH,CLT,175,1,A,Y,,,,,Short
1703,1988,3,17,4,643.0,640,732.0,723,PI,351,,49.0,43,,9.0,3.0,LYH,CLT,175,1,C,N,,,,,Short
1704,1988,3,18,5,647.0,640,737.0,723,PI,351,,50.0,43,,14.0,7.0,LYH,CLT,175,0,N,Y,,,,,Short
1705,1988,3,19,6,636.0,640,725.0,723,PI,351,,49.0,43,,2.0,-4.0,LYH,CLT,175,0,N,N,,,,,Short
