Year,Month,Day of month,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,flight num,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay
1997,1,19,7,1933,1917,2131,2133,HP,2611,N639AW,238,256,213,-2,16,ATL,PHX,1587,0,A,N,,,,
1997,1,20,1,1925,1917,2132,2133,HP,2611,N644AW,247,256,215,-1,8,ATL,PHX,1587,1,N,N,,,,
1997,1,21,2,1917,1917,2136,2133,HP,2611,N632AW,259,256,234,3,0,ATL,PHX,1587,0,N,N,,,,
1997,1,22,3,1920,1917,2146,2133,HP,2611,N620AW,266,256,236,13,3,ATL,PHX,1587,0,N,N,,,,
1997,1,23,4,1917,1917,2134,2133,HP,2611,N637AW,257,256,233,1,0,ATL,PHX,1587,0,B,N,,,,
1997,1,24,5,NA,1917,NA,2133,HP,2611,N626AW,NA,256,NA,NA,NA,ATL,PHX,1587,1,B,N,,,,
1997,1,25,6,1913,1917,2122,2133,HP,2611,N638AW,249,256,230,-11,-4,ATL,PHX,1587,1,B,N,,,,
1997,1,26,7,1914,1917,2129,2133,HP,2611,N625AW,255,256,233,-4,-3,ATL,PHX,1587,1,B,N,,,,
1997,1,27,1,1935,1917,2153,2133,HP,2611,N626AW,258,256,221,20,18,ATL,PHX,1587,1,B,N,,,,
1997,1,30,4,2305,1917,41,2133,HP,2611,N626AW,216,256,194,188,228,ATL,PHX,1587,1,N,N,,,,
1997,1,31,5,1925,1917,2115,2133,HP,2611,N618AW,230,256,204,-18,8,ATL,PHX,1587,0,N,Y,,,,
1997,1,1,3,1718,1720,1830,1839,HP,2808,N306AW,132,139,117,-9,-2,AUS,PHX,872,0,N,N,,,,
1997,1,2,4,1720,1720,1834,1839,HP,2808,N309AW,134,139,118,-5,0,AUS,PHX,872,0,N,N,,,,
1997,1,3,5,1720,1720,1843,1839,HP,2808,N160AW,143,139,130,4,0,AUS,PHX,872,0,N,N,,,,
1997,1,4,6,1716,1720,1842,1839,HP,2808,N306AW,146,139,132,3,-4,AUS,PHX,872,0,A,N,,,,
1997,1,5,7,1720,1720,1850,1839,HP,2808,N156AW,150,139,134,11,0,AUS,PHX,872,1,A,N,,,,
1997,1,6,1,1730,1720,1928,1839,HP,2808,N325AW,178,139,164,49,10,AUS,PHX,872,1,A,N,,,,
1997,1,7,2,1720,1720,1851,1839,HP,2808,N302AW,151,139,128,12,0,AUS,PHX,872,1,N,Y,,,,
1997,1,8,3,1717,1720,1831,1839,HP,2808,N155AW,134,139,119,-8,-3,AUS,PHX,872,0,N,N,,,,
1997,1,9,4,1717,1720,1834,1843,HP,2808,N174AW,137,143,125,-9,-3,AUS,PHX,872,0,N,N,,,,
1997,1,10,5,1723,1720,1845,1843,HP,2808,N305AW,142,143,128,2,3,AUS,PHX,872,0,N,N,,,,
1997,1,11,6,1720,1720,1845,1843,HP,2808,N150AW,145,143,128,2,0,AUS,PHX,872,0,N,N,,,,
1997,1,12,7,1855,1720,2140,1843,HP,2808,N160AW,225,143,127,177,95,AUS,PHX,872,0,N,N,,,,
1997,1,13,1,1728,1720,1903,1843,HP,2808,N324AW,155,143,127,20,8,AUS,PHX,872,0,N,N,,,,
1997,1,14,2,1716,1720,1836,1843,HP,2808,N311AW,140,143,128,-7,-4,AUS,PHX,872,0,N,N,,,,
1997,1,15,3,1720,1720,1856,1843,HP,2808,N174AW,156,143,137,13,0,AUS,PHX,872,0,N,N,,,,
1997,1,16,4,1720,1720,1856,1843,HP,2808,N322AW,156,143,137,13,0,AUS,PHX,872,0,N,N,,,,
1997,1,17,5,1719,1720,1850,1843,HP,2808,N150AW,151,143,137,7,-1,AUS,PHX,872,0,N,N,,,,
1997,1,18,6,1716,1720,1833,1843,HP,2808,N174AW,137,143,122,-10,-4,AUS,PHX,872,0,N,N,,,,
1997,1,19,7,1718,1720,1818,1843,HP,2808,N150AW,120,143,109,-25,-2,AUS,PHX,872,0,N,N,,,,
1997,1,20,1,1716,1720,1839,1843,HP,2808,N304AW,143,143,123,-4,-4,AUS,PHX,872,0,N,N,,,,
1997,1,21,2,1716,1720,1849,1843,HP,2808,N303AW,153,143,137,6,-4,AUS,PHX,872,0,N,N,,,,
1997,1,22,3,1724,1720,1847,1843,HP,2808,N326AW,143,143,127,4,4,AUS,PHX,872,1,A,N,,,,
1997,1,23,4,1720,1720,1855,1843,HP,2808,N316AW,155,143,140,12,0,AUS,PHX,872,1,A,N,,,,
1997,1,24,5,1735,1720,1859,1843,HP,2808,N175AW,144,143,129,16,15,AUS,PHX,872,1,B,N,,,,
1997,1,25,6,1717,1720,1840,1843,HP,2808,N167AW,143,143,130,-3,-3,AUS,PHX,872,1,B,N,,,,
1997,1,26,7,1718,1720,1843,1843,HP,2808,N156AW,145,143,132,0,-2,AUS,PHX,872,1,B,Y,,,,
1997,1,27,1,1720,1720,1832,1843,HP,2808,N323AW,132,143,118,-11,0,AUS,PHX,872,0,N,N,,,,
1997,1,28,2,1720,1720,1833,1843,HP,2808,N166AW,133,143,124,-10,0,AUS,PHX,872,0,N,Y,,,,
1997,1,29,3,1720,1720,1839,1843,HP,2808,N302AW,139,143,123,-4,0,AUS,PHX,872,0,N,Y,,,,
1997,1,30,4,1756,1720,1922,1843,HP,2808,N172AW,146,143,123,39,36,AUS,PHX,872,0,N,N,,,,
1997,1,31,5,1720,1720,1837,1843,HP,2808,N327AW,137,143,119,-6,0,AUS,PHX,872,0,N,Y,,,,
1997,1,1,3,1444,1435,1553,1551,HP,2834,N305AW,129,136,113,2,9,AUS,PHX,872,0,N,Y,,,,
1997,1,2,4,1433,1435,1553,1551,HP,2834,N304AW,140,136,117,2,-2,AUS,PHX,872,0,N,N,,,,
1997,1,3,5,1435,1435,1556,1551,HP,2834,N166AW,141,136,129,5,0,AUS,PHX,872,0,N,N,,,,
1997,1,4,6,1431,1435,1600,1551,HP,2834,N313AW,149,136,134,9,-4,AUS,PHX,872,0,N,N,,,,
1997,1,5,7,1431,1435,1601,1551,HP,2834,N151AW,150,136,139,10,-4,AUS,PHX,872,1,A,N,,,,
1997,1,6,1,1435,1435,1556,1551,HP,2834,N165AW,141,136,128,5,0,AUS,PHX,872,0,N,N,,,,
1997,1,7,2,1431,1435,1605,1551,HP,2834,N311AW,154,136,132,14,-4,AUS,PHX,872,0,N,N,,,,
1997,1,8,3,1435,1435,1549,1551,HP,2834,N169AW,134,136,121,-2,0,AUS,PHX,872,0,N,N,,,,
1997,1,9,4,1431,1435,1550,1558,HP,2834,N327AW,139,143,128,-8,-4,AUS,PHX,872,1,B,N,,,,
1997,1,10,5,1431,1435,1545,1558,HP,2834,N151AW,134,143,125,-13,-4,AUS,PHX,872,1,B,N,,,,
1997,1,11,6,1431,1435,1601,1558,HP,2834,N324AW,150,143,136,3,-4,AUS,PHX,872,1,B,N,,,,
1997,1,12,7,1605,1435,1754,1558,HP,2834,N324AW,169,143,128,116,90,AUS,PHX,872,1,B,N,,,,
1997,1,13,1,1509,1435,1641,1558,HP,2834,N316AW,152,143,130,43,34,AUS,PHX,872,1,B,N,,,,
1997,1,14,2,1431,1435,1551,1558,HP,2834,N326AW,140,143,130,-7,-4,AUS,PHX,872,0,N,N,,,,
1997,1,15,3,1431,1435,1610,1558,HP,2834,N304AW,159,143,142,12,-4,AUS,PHX,872,0,N,Y,,,,
1997,1,16,4,1431,1435,1548,1558,HP,2834,N323AW,137,143,125,-10,-4,AUS,PHX,872,0,N,N,,,,
1997,1,17,5,1435,1435,1558,1558,HP,2834,N315AW,143,143,131,0,0,AUS,PHX,872,0,N,N,,,,
1997,1,18,6,1431,1435,1547,1558,HP,2834,N306AW,136,143,126,-11,-4,AUS,PHX,872,0,N,N,,,,
1997,1,19,7,1445,1435,1552,1558,HP,2834,N328AW,127,143,113,-6,10,AUS,PHX,872,1,A,N,,,,
1997,1,20,1,1431,1435,1545,1558,HP,2834,N309AW,134,143,120,-13,-4,AUS,PHX,872,1,A,N,,,,
1997,1,21,2,1434,1435,1600,1558,HP,2834,112,146,143,134,2,-1,AUS,PHX,872,1,A,N,,,,
1997,1,22,3,1431,1435,1608,1558,HP,2834,N172AW,157,143,139,10,-4,AUS,PHX,872,0,N,Y,,,,
1997,1,23,4,1431,1435,1558,1558,HP,2834,N169AW,147,143,133,0,-4,AUS,PHX,872,0,N,N,,,,
1997,1,24,5,1434,1435,1612,1558,HP,2834,N155AW,158,143,141,14,-1,AUS,PHX,872,0,N,N,,,,
1997,1,25,6,1433,1435,1553,1558,HP,2834,N326AW,140,143,127,-5,-2,AUS,PHX,872,0,N,N,,,,
1997,1,27,1,1550,1435,1710,1558,HP,2834,N155AW,140,143,125,72,75,AUS,PHX,872,0,N,N,,,,
1997,1,28,2,1432,1435,1545,1558,HP,2834,N305AW,133,143,123,-13,-3,AUS,PHX,872,0,N,N,,,,
1997,1,29,3,1503,1435,1623,1558,HP,2834,N311AW,140,143,122,25,28,AUS,PHX,872,0,N,N,,,,
1997,1,30,4,1530,1435,1640,1558,HP,2834,N306AW,130,143,119,42,55,AUS,PHX,872,0,A,N,,,,
1997,1,31,5,1433,1435,1543,1558,HP,2834,N304AW,130,143,117,-15,-2,AUS,PHX,872,1,A,N,,,,
1997,1,1,3,710,710,825,829,HP,2889,N168AW,135,139,118,-4,0,AUS,PHX,872,1,B,N,,,,
1997,1,2,4,715,710,821,829,HP,2889,N173AW,126,139,115,-8,5,AUS,PHX,872,1,A,Y,,,,
1997,1,3,5,710,710,829,829,HP,2889,N302AW,139,139,120,0,0,AUS,PHX,872,1,A,Y,,,,
1997,1,4,6,710,710,837,829,HP,2889,N314AW,147,139,133,8,0,AUS,PHX,872,1,C,N,,,,
1997,1,5,7,706,710,837,829,HP,2889,N316AW,151,139,141,8,-4,AUS,PHX,872,1,N,Y,,,,
1997,1,6,1,716,710,846,829,HP,2889,N509DC,150,139,135,17,6,AUS,PHX,872,0,N,N,,,,
1997,1,7,2,725,710,854,829,HP,2889,N154AW,149,139,126,25,15,AUS,PHX,872,0,A,Y,,,,
1997,1,8,3,709,710,829,829,HP,2889,N172AW,140,139,128,0,-1,AUS,PHX,872,1,A,N,,,,
1997,1,9,4,705,705,827,830,HP,2889,N323AW,142,145,127,-3,0,AUS,PHX,872,1,A,Y,,,,
1997,1,10,5,705,705,825,830,HP,2889,N303AW,140,145,124,-5,0,AUS,PHX,872,1,N,N,,,,
1997,1,11,6,708,705,844,830,HP,2889,N311AW,156,145,135,14,3,AUS,PHX,872,0,N,N,,,,
1997,1,12,7,701,705,822,830,HP,2889,N157AW,141,145,127,-8,-4,AUS,PHX,872,0,N,N,,,,
1997,1,13,1,NA,705,NA,830,HP,2889,N325AW,NA,145,NA,NA,NA,AUS,PHX,872,0,N,N,,,,
1997,1,14,2,715,705,839,830,HP,2889,N158AW,144,145,134,9,10,AUS,PHX,872,0,N,N,,,,
1997,1,15,3,701,705,842,830,HP,2889,N167AW,161,145,143,12,-4,AUS,PHX,872,0,N,N,,,,
1997,1,16,4,701,705,820,830,HP,2889,N175AW,139,145,125,-10,-4,AUS,PHX,872,0,N,N,,,,
1997,1,17,5,719,705,847,830,HP,2889,N154AW,148,145,133,17,14,AUS,PHX,872,0,N,N,,,,
1997,1,18,6,701,705,819,830,HP,2889,N311AW,138,145,118,-11,-4,AUS,PHX,872,0,N,N,,,,
1997,1,19,7,704,705,815,830,HP,2889,N160AW,131,145,117,-15,-1,AUS,PHX,872,0,N,N,,,,
1997,1,20,1,NA,705,NA,830,HP,2889,N305AW,NA,145,NA,NA,NA,AUS,PHX,872,0,N,N,,,,
1997,1,21,2,701,705,837,830,HP,2889,N157AW,156,145,140,7,-4,AUS,PHX,872,0,N,Y,,,,
1997,1,22,3,705,705,827,830,HP,2889,N306AW,142,145,129,-3,0,AUS,PHX,872,0,B,N,,,,
1997,1,23,4,703,705,834,830,HP,2889,N173AW,151,145,136,4,-2,AUS,PHX,872,1,C,Y,,,,
1997,1,24,5,745,705,912,830,HP,2889,N154AW,147,145,132,42,40,AUS,PHX,872,1,C,N,,,,
1997,1,25,6,701,705,832,830,HP,2889,N179AW,151,145,133,2,-4,AUS,PHX,872,1,A,Y,,,,
1997,1,26,7,701,705,827,830,HP,2889,N325AW,146,145,128,-3,-4,AUS,PHX,872,1,B,N,,,,
1997,1,27,1,705,705,829,830,HP,2889,N169AW,144,145,130,-1,0,AUS,PHX,872,1,N,Y,,,,
1997,1,28,2,705,705,827,830,HP,2889,N173AW,142,145,130,-3,0,AUS,PHX,872,0,N,N,,,,
1997,1,29,3,702,705,818,830,HP,2889,N160AW,136,145,123,-12,-3,AUS,PHX,872,0,N,Y,,,,
1997,1,30,4,702,705,839,830,HP,2889,N158AW,157,145,121,9,-3,AUS,PHX,872,0,N,N,,,,
1997,1,31,5,704,705,822,830,HP,2889,N156AW,138,145,126,-8,-1,AUS,PHX,872,0,N,N,,,,
1997,1,2,4,715,715,831,835,WN,76,N611,136,140,120,-4,0,AUS,PHX,872,0,N,N,,,,
1997,1,3,5,715,715,824,835,WN,76,N636,129,140,120,-11,0,AUS,PHX,872,0,A,N,,,,
1997,1,4,6,715,715,843,835,WN,76,N390,148,140,136,8,0,AUS,PHX,872,1,A,N,,,,
1997,1,5,7,715,715,839,835,WN,76,N623,144,140,135,4,0,AUS,PHX,872,1,A,N,,,,
1997,1,6,1,715,715,835,835,WN,76,N380,140,140,132,0,0,AUS,PHX,872,1,B,N,,,,
1997,1,7,2,715,715,839,835,WN,76,N632,144,140,134,4,0,AUS,PHX,872,1,C,Y,,,,
1997,1,8,3,715,715,834,835,WN,76,N319,139,140,130,-1,0,AUS,PHX,872,1,C,Y,,,,
1997,1,9,4,715,715,835,835,WN,76,N320,140,140,131,0,0,AUS,PHX,872,1,N,Y,,,,
1997,1,10,5,715,715,835,835,WN,76,N605,140,140,132,0,0,AUS,PHX,872,0,A,Y,,,,
1997,1,11,6,715,715,837,835,WN,76,N698,142,140,135,2,0,AUS,PHX,872,1,N,N,,,,
1997,1,12,7,715,715,835,835,WN,76,N665,140,140,133,0,0,AUS,PHX,872,0,N,N,,,,
1997,1,13,1,715,715,841,835,WN,76,N514,146,140,132,6,0,AUS,PHX,872,0,N,N,,,,
1997,1,14,2,715,715,842,835,WN,76,N395,147,140,135,7,0,AUS,PHX,872,0,N,N,,,,
1997,1,15,3,715,715,842,835,WN,76,N29,147,140,127,7,0,AUS,PHX,872,0,N,N,,,,
1997,1,16,4,715,715,838,835,WN,76,N366,143,140,136,3,0,AUS,PHX,872,0,N,N,,,,
1997,1,17,5,715,715,842,835,WN,76,N676,147,140,137,7,0,AUS,PHX,872,0,N,N,,,,
1997,1,18,6,715,715,820,835,WN,76,N639,125,140,117,-15,0,AUS,PHX,872,0,N,N,,,,
1997,1,19,7,715,715,824,835,WN,76,N376,129,140,121,-11,0,AUS,PHX,872,0,N,N,,,,
1997,1,20,1,715,715,826,835,WN,76,N692,131,140,118,-9,0,AUS,PHX,872,0,N,N,,,,
1997,1,21,2,715,715,838,835,WN,76,N365,143,140,132,3,0,AUS,PHX,872,0,N,N,,,,
1997,1,22,3,715,715,841,835,WN,76,N605,146,140,134,6,0,AUS,PHX,872,0,N,N,,,,
1997,1,23,4,715,715,838,835,WN,76,N384,143,140,136,3,0,AUS,PHX,872,0,N,N,,,,
1997,1,24,5,715,715,840,835,WN,76,N674,145,140,134,5,0,AUS,PHX,872,0,N,N,,,,
1997,1,25,6,715,715,834,835,WN,76,N612,139,140,132,-1,0,AUS,PHX,872,0,N,N,,,,
1997,1,26,7,715,715,834,835,WN,76,N359,139,140,131,-1,0,AUS,PHX,872,0,N,N,,,,
1997,1,27,1,715,715,840,835,WN,76,N352,145,140,134,5,0,AUS,PHX,872,0,N,N,,,,
1997,1,28,2,715,715,833,835,WN,76,N379,138,140,129,-2,0,AUS,PHX,872,0,N,N,,,,
1997,1,29,3,715,715,838,835,WN,76,N394,143,140,131,3,0,AUS,PHX,872,0,N,N,,,,
1997,1,30,4,715,715,830,835,WN,76,N611,135,140,127,-5,0,AUS,PHX,872,0,A,N,,,,
1997,1,31,5,715,715,822,835,WN,76,N639,127,140,118,-13,0,AUS,PHX,872,1,A,N,,,,
1997,1,2,4,1255,1255,1359,1415,WN,639,N130,124,140,116,-16,0,AUS,PHX,872,1,B,N,,,,
1997,1,3,5,1255,1255,1412,1415,WN,639,N378,137,140,125,-3,0,AUS,PHX,872,1,B,N,,,,
1997,1,4,6,1301,1255,1435,1415,WN,639,N330,154,140,134,20,6,AUS,PHX,872,1,B,Y,,,,
1997,1,5,7,1303,1255,1434,1415,WN,639,N629,151,140,144,19,8,AUS,PHX,872,1,N,N,,,,
1997,1,6,1,1255,1255,1420,1415,WN,639,N330,145,140,131,5,0,AUS,PHX,872,0,N,Y,,,,
1997,1,7,2,1255,1255,1413,1415,WN,639,N615,138,140,130,-2,0,AUS,PHX,872,0,N,Y,,,,
1997,1,8,3,1255,1255,1415,1415,WN,639,N312,140,140,127,0,0,AUS,PHX,872,0,N,N,,,,
1997,1,9,4,1312,1255,1427,1415,WN,639,N676,135,140,126,12,17,AUS,PHX,872,0,N,Y,,,,
1997,1,10,5,1313,1255,1424,1415,WN,639,N311,131,140,123,9,18,AUS,PHX,872,0,N,Y,,,,
1997,1,11,6,1255,1255,1418,1415,WN,639,N635,143,140,134,3,0,AUS,PHX,872,0,N,N,,,,
1997,1,12,7,1348,1255,1514,1415,WN,639,N609,146,140,132,59,53,AUS,PHX,872,0,N,N,,,,
1997,1,13,1,1303,1255,1427,1415,WN,639,N335,144,140,122,12,8,AUS,PHX,872,0,N,N,,,,
1997,1,14,2,1255,1255,1410,1415,WN,639,N685,135,140,128,-5,0,AUS,PHX,872,0,A,N,,,,
1997,1,15,3,1318,1300,1444,1420,WN,639,N670,146,140,137,24,18,AUS,PHX,872,1,N,N,,,,
1997,1,16,4,1310,1300,1439,1420,WN,639,N322,149,140,138,19,10,AUS,PHX,872,0,N,N,,,,
1997,1,17,5,1300,1300,1419,1420,WN,639,N682,139,140,125,-1,0,AUS,PHX,872,0,N,N,,,,
1997,1,18,6,1300,1300,1415,1420,WN,639,N311,135,140,119,-5,0,AUS,PHX,872,0,B,N,,,,
1997,1,19,7,1300,1300,1406,1420,WN,639,N307,126,140,115,-14,0,AUS,PHX,872,1,B,N,,,,
1997,1,20,1,1300,1300,1412,1420,WN,639,N389,132,140,118,-8,0,AUS,PHX,872,1,B,N,,,,
1997,1,21,2,1300,1300,1425,1420,WN,639,N307,145,140,133,5,0,AUS,PHX,872,1,B,N,,,,
1997,1,22,3,1300,1300,1420,1420,WN,639,N678,140,140,130,0,0,AUS,PHX,872,1,B,N,,,,
1997,1,23,4,1300,1300,1425,1420,WN,639,N633,145,140,134,5,0,AUS,PHX,872,1,N,N,,,,
1997,1,24,5,1307,1300,1434,1420,WN,639,N327,147,140,136,14,7,AUS,PHX,872,0,N,Y,,,,
1997,1,25,6,1304,1300,1422,1420,WN,639,N341,138,140,126,2,4,AUS,PHX,872,0,N,N,,,,
1997,1,26,7,1300,1300,1426,1420,WN,639,N605,146,140,136,6,0,AUS,PHX,872,0,N,N,,,,
1997,1,27,1,1312,1300,1433,1420,WN,639,N334,141,140,130,13,12,AUS,PHX,872,0,N,N,,,,
1997,1,28,2,1304,1300,1423,1420,WN,639,N353,139,140,129,3,4,AUS,PHX,872,0,A,N,,,,
1997,1,29,3,1300,1300,1416,1420,WN,639,N335,136,140,129,-4,0,AUS,PHX,872,1,A,N,,,,
1997,1,30,4,1300,1300,1407,1420,WN,639,N610,127,140,116,-13,0,AUS,PHX,872,1,A,N,,,,
1997,1,31,5,1300,1300,1402,1420,WN,639,N362,122,140,111,-18,0,AUS,PHX,872,1,N,Y,,,,
1997,1,1,3,1430,1415,1537,1535,WN,743,N502,127,140,118,2,15,AUS,PHX,872,0,N,N,,,,
1997,1,2,4,1442,1415,1545,1535,WN,743,N73,123,140,112,10,27,AUS,PHX,872,0,N,N,,,,
1997,1,3,5,1415,1415,1530,1535,WN,743,N74,135,140,122,-5,0,AUS,PHX,872,0,N,N,,,,
1997,1,4,6,1505,1415,NA,1535,WN,743,N74,NA,140,NA,NA,50,AUS,PHX,872,0,N,N,,,,
1997,1,5,7,1423,1415,1547,1535,WN,743,N68,144,140,135,12,8,AUS,PHX,872,0,N,N,,,,
1997,1,6,1,1438,1415,1555,1535,WN,743,N722,137,140,128,20,23,AUS,PHX,872,0,N,N,,,,
1997,1,7,2,1424,1415,1542,1535,WN,743,N74,138,140,130,7,9,AUS,PHX,872,0,N,N,,,,
1997,1,8,3,1440,1415,1551,1535,WN,743,N50,131,140,122,16,25,AUS,PHX,872,0,N,N,,,,
1997,1,9,4,1506,1415,1620,1535,WN,743,N52,134,140,127,45,51,AUS,PHX,872,0,N,N,,,,
1997,1,10,5,1436,1415,1555,1535,WN,743,N600,139,140,121,20,21,AUS,PHX,872,0,N,N,,,,
1997,1,11,6,1415,1415,1534,1535,WN,743,N519,139,140,131,-1,0,AUS,PHX,872,0,N,N,,,,
1997,1,12,7,1500,1415,1637,1535,WN,743,N62,157,140,131,62,45,AUS,PHX,872,0,N,N,,,,
1997,1,13,1,1505,1415,1628,1535,WN,743,N721,143,140,129,53,50,AUS,PHX,872,0,N,N,,,,
1997,1,14,2,1415,1415,1536,1535,WN,743,N29,141,140,132,1,0,AUS,PHX,872,0,N,N,,,,
1997,1,15,3,1415,1415,1540,1535,WN,743,N623,145,140,135,5,0,AUS,PHX,872,1,A,N,,,,
1989,1,23,1,1419,1230,1742,1552,UA,183,NA,323,322,NA,110,109,SFO,HNL,2398,1,A,N,,,,
1989,1,24,2,1255,1230,1612,1552,UA,183,NA,317,322,NA,20,25,SFO,HNL,2398,1,B,N,,,,
1989,1,25,3,1230,1230,1533,1552,UA,183,NA,303,322,NA,-19,0,SFO,HNL,2398,1,B,N,,,,
1989,1,26,4,1230,1230,1523,1552,UA,183,NA,293,322,NA,-29,0,SFO,HNL,2398,1,B,Y,,,,
1989,1,27,5,1232,1230,1513,1552,UA,183,NA,281,322,NA,-39,2,SFO,HNL,2398,0,N,N,,,,
1989,1,28,6,1228,1230,1550,1552,UA,183,NA,322,322,NA,-2,-2,SFO,HNL,2398,0,N,Y,,,,
1989,1,29,7,1639,1230,1942,1552,UA,183,NA,303,322,NA,230,249,SFO,HNL,2398,0,N,Y,,,,
1989,1,30,1,1231,1230,1531,1552,UA,183,NA,300,322,NA,-21,1,SFO,HNL,2398,0,N,N,,,,
1989,1,31,2,1405,1230,1827,1552,UA,183,NA,382,322,NA,155,95,SFO,HNL,2398,0,N,Y,,,,
1989,1,2,1,1057,1045,1537,1554,UA,184,NA,160,189,NA,-17,12,DEN,IAD,1452,0,N,Y,,,,
1989,1,3,2,1117,1045,1607,1554,UA,184,NA,170,189,NA,13,32,DEN,IAD,1452,0,N,N,,,,
1989,1,4,3,1107,1045,1604,1554,UA,184,NA,177,189,NA,10,22,DEN,IAD,1452,0,N,N,,,,
1989,1,5,4,1119,1045,1612,1554,UA,184,NA,173,189,NA,18,34,DEN,IAD,1452,0,N,N,,,,
1989,1,6,5,1044,1045,1548,1554,UA,184,NA,184,189,NA,-6,-1,DEN,IAD,1452,1,A,N,,,,
1989,1,7,6,1100,1045,1559,1554,UA,184,NA,179,189,NA,5,15,DEN,IAD,1452,0,N,N,,,,
1989,1,8,7,1110,1045,1554,1554,UA,184,NA,164,189,NA,0,25,DEN,IAD,1452,0,N,N,,,,
1989,1,9,1,1044,1045,1535,1554,UA,184,NA,171,189,NA,-19,-1,DEN,IAD,1452,0,N,N,,,,
1989,1,10,2,1048,1045,1539,1554,UA,184,NA,171,189,NA,-15,3,DEN,IAD,1452,1,B,N,,,,
1989,1,11,3,1150,1045,1701,1554,UA,184,NA,191,189,NA,67,65,DEN,IAD,1452,1,B,N,,,,
1989,1,12,4,1048,1045,1549,1554,UA,184,NA,181,189,NA,-5,3,DEN,IAD,1452,1,B,N,,,,
1989,1,13,5,1048,1045,1549,1554,UA,184,NA,181,189,NA,-5,3,DEN,IAD,1452,1,B,N,,,,
1989,1,14,6,1050,1045,1546,1554,UA,184,NA,176,189,NA,-8,5,DEN,IAD,1452,1,B,N,,,,
1989,1,15,7,1221,1045,1759,1554,UA,184,NA,218,189,NA,125,96,DEN,IAD,1452,0,N,N,,,,
1989,1,16,1,1048,1045,1542,1554,UA,184,NA,174,189,NA,-12,3,DEN,IAD,1452,0,N,Y,,,,
1989,1,17,2,1054,1045,1551,1554,UA,184,NA,177,189,NA,-3,9,DEN,IAD,1452,0,N,N,,,,
1989,1,18,3,1046,1045,1545,1554,UA,184,NA,179,189,NA,-9,1,DEN,IAD,1452,0,N,N,,,,
1989,1,19,4,1045,1045,1538,1554,UA,184,NA,173,189,NA,-16,0,DEN,IAD,1452,0,N,N,,,,
1989,1,20,5,1046,1045,1550,1554,UA,184,NA,184,189,NA,-4,1,DEN,IAD,1452,1,A,N,,,,
1989,1,21,6,1147,1045,1640,1554,UA,184,NA,173,189,NA,46,62,DEN,IAD,1452,1,A,N,,,,
1989,1,22,7,1228,1045,1734,1554,UA,184,NA,186,189,NA,100,103,DEN,IAD,1452,1,A,N,,,,
1989,1,23,1,1043,1045,1554,1554,UA,184,NA,191,189,NA,0,-2,DEN,IAD,1452,0,N,Y,,,,
1989,1,24,2,1053,1045,1557,1554,UA,184,NA,184,189,NA,3,8,DEN,IAD,1452,0,N,N,,,,
1989,1,25,3,1131,1045,1642,1554,UA,184,NA,191,189,NA,48,46,DEN,IAD,1452,0,N,N,,,,
1989,1,26,4,1043,1045,1556,1554,UA,184,NA,193,189,NA,2,-2,DEN,IAD,1452,0,N,N,,,,
1989,1,27,5,1116,1045,1621,1554,UA,184,NA,185,189,NA,27,31,DEN,IAD,1452,0,N,N,,,,
1989,1,28,6,1429,1045,1947,1554,UA,184,NA,198,189,NA,233,224,DEN,IAD,1452,0,N,N,,,,
1989,1,29,7,1109,1045,1624,1554,UA,184,NA,195,189,NA,30,24,DEN,IAD,1452,0,N,N,,,,
1989,1,30,1,1048,1045,1550,1554,UA,184,NA,182,189,NA,-4,3,DEN,IAD,1452,0,A,N,,,,
1989,1,31,2,1049,1045,1555,1554,UA,184,NA,186,189,NA,1,4,DEN,IAD,1452,1,A,N,,,,
1989,1,1,7,40,2230,742,515,UA,184,NA,302,285,NA,147,130,HNL,SFO,2398,1,B,N,,,,
1989,1,2,1,2242,2230,535,515,UA,184,NA,293,285,NA,20,12,HNL,SFO,2398,1,A,Y,,,,
1989,1,3,2,2229,2230,515,515,UA,184,NA,286,285,NA,0,-1,HNL,SFO,2398,1,A,Y,,,,
1989,1,4,3,2229,2230,505,515,UA,184,NA,276,285,NA,-10,-1,HNL,SFO,2398,1,C,N,,,,
1989,1,5,4,2230,2230,525,515,UA,184,NA,295,285,NA,10,0,HNL,SFO,2398,1,N,Y,,,,
1989,1,6,5,2232,2230,533,515,UA,184,NA,301,285,NA,18,2,HNL,SFO,2398,0,N,N,,,,
1989,1,7,6,2228,2230,550,515,UA,184,NA,322,285,NA,35,-2,HNL,SFO,2398,0,A,Y,,,,
1989,1,8,7,2235,2230,543,515,UA,184,NA,308,285,NA,28,5,HNL,SFO,2398,1,A,N,,,,
1989,1,9,1,2230,2230,522,515,UA,184,NA,292,285,NA,7,0,HNL,SFO,2398,1,A,Y,,,,
1989,1,10,2,2237,2230,536,515,UA,184,NA,299,285,NA,21,7,HNL,SFO,2398,1,N,N,,,,
1989,1,11,3,2229,2230,515,515,UA,184,NA,286,285,NA,0,-1,HNL,SFO,2398,0,N,N,,,,
